participant,trigger,x,y,z,gx,gy,target,difference,side,angle_p,angle_g,l_g,l_p,cond,sgb,sgm,sgc,f_b,f_m,f_c,h_B_w,distance,dense_column,VS left,VS right,Height,DomHand,regularity,Geschlecht,r_l,regularity_updated
66,45.0,-0.3151662066666666,-0.3523477399999999,-0.2224242,-297.55333333333334,-35.94,-27.433124014351858,7.956751452644094,-0.5,-15.0,-22.95675145264409,6.099999999999999,6.900000000000001,2.0,5.599999999999999,0.5,0.0,3.0,1.0,0.0,3.8990351979436295,far,dense,1.0,1.5,113,2,2,1,0.5,2
66,51.0,-0.28488045,-0.3199077533333334,-0.2282835433333333,-224.03333333333333,-84.05666666666667,-29.019157981437843,2.284556999666276,-0.5,-15.0,-17.284556999666275,2.5,2.0,3.0,2.5,0.0,0.0,2.0,0.0,0.0,7.211010194084735,near,non_dense,1.0,1.5,113,2,2,1,0.5,2
66,57.0,-0.3046371483333334,-0.1304509466666666,-0.2164544133333333,75.10833333333332,-58.52666666666668,7.984410055552833,25.705262898452904,0.5,31.5,5.794737101547095,8.3,4.0,3.0,3.0,3.6,1.7,4.0,3.0,2.0,2.874074151291859,near,non_dense,1.0,1.5,113,2,2,1,0.5,2
66,64.0,-0.28991479,-0.3422127666666667,-0.23664232,-206.04,147.33333333333334,-49.647934093230354,-10.10365961518566,-0.5,-26.0,-15.896340384814344,9.0,9.5,3.0,6.7,2.3,0.0,6.0,3.0,0.0,13.356790018948011,near,non_dense,1.0,1.5,113,2,2,1,0.5,2
66,69.0,-0.3159880533333333,-0.10284362,-0.2047667333333333,910.38,252.81333333333336,35.228311184643594,-18.80724181180464,0.5,41.0,59.80724181180464,5.400000000000001,4.6,3.0,3.9,0.9,0.6,4.0,1.0,1.0,11.417639022079882,near,non_dense,1.0,1.5,113,2,2,1,0.5,2
66,71.0,-0.25075034,-0.3600240033333333,-0.2500196733333333,-156.00333333333336,15.79,-20.88762210976828,-20.964074510617746,-0.5,-33.0,-12.035925489382256,5.3,4.3,3.0,3.1,2.2,0.0,4.0,3.0,0.0,6.249290260954162,near,non_dense,1.0,1.5,113,2,2,1,0.5,2
66,88.0,-0.29321119,-0.1610305566666666,-0.2258732133333333,261.6666666666667,-187.3166666666667,43.96401216331397,-0.188033394938292,0.5,20.0,20.18803339493829,5.400000000000001,4.1,4.0,4.8,0.6,0.0,5.0,1.0,0.0,13.659231388533913,far,non_dense,1.0,1.5,113,2,2,1,0.5,2
66,90.0,-0.31010919,-0.2338999266666666,-0.2244152466666666,178.48833333333334,-18.20333333333333,5.36230747618502,-3.270681913147302,0.5,10.5,13.770681913147302,4.6,3.7000000000000006,4.0,1.6000000000000003,1.3,1.7,3.0,1.0,3.0,2.170583924213954,far,non_dense,1.0,1.5,113,2,2,1,0.5,2
18,6.0,-0.3662724599999999,-0.1094165133333333,-0.2460001233333333,589.2633333333333,453.3733333333333,10.76985735395736,-20.53481911775958,0.5,26.33333333333333,46.86815245109292,5.2,1.3999999999999997,1.0,0.5,0.0,4.7,1.0,0.0,2.0,1.6124491522498263,near,dense,0.0,0.0,117,2,3,1,0.01,3
18,24.0,-0.3340737099999999,-0.18982339,-0.2456623333333333,39.9533333333333,-217.95666666666668,3.832595864794231,4.822237509665745,0.5,8.0,3.177762490334255,8.1,0.6,1.0,1.7,0.0,6.400000000000001,1.0,0.0,2.0,1.167756143126337,near,dense,0.0,0.0,117,2,3,1,0.01,3
18,37.0,-0.3323998933333333,-0.11410818,-0.2379826,343.95,-196.37,13.831084934194743,17.64329863464539,0.5,45.0,27.35670136535461,1.6000000000000003,0.6,2.0,0.0,0.0,1.6000000000000003,0.0,0.0,2.0,2.511435376000056,far,dense,0.0,0.0,117,2,3,1,0.01,3
18,39.0,-0.3334177266666667,-0.1071010966666666,-0.2334252733333333,355.8066666666667,-198.68666666666664,13.606036172806585,15.36692332082491,0.5,43.66666666666666,28.29974334584176,4.8,0.8000000000000002,2.0,0.0,0.0,4.8,0.0,0.0,3.0,2.468216739214653,far,dense,0.0,0.0,117,2,3,1,0.01,3
18,42.0,-0.2774891466666667,-0.2468550933333333,-0.2663543633333333,-382.19000000000005,-109.13666666666668,-14.896696134064833,15.398190710349985,-0.5,-15.0,-30.398190710349983,1.6000000000000003,0.6,2.0,0.0,0.0,1.6000000000000003,0.0,0.0,2.0,1.932141494616139,far,dense,0.0,0.0,117,2,3,1,0.01,3
18,47.0,-0.27218917,-0.30103742,-0.2616438066666666,-298.59666666666664,-114.17666666666666,-10.72965507480228,2.749439856637112,-0.5,-21.0,-23.74943985663711,2.1,0.8000000000000002,2.0,0.0,0.4000000000000001,1.7,0.0,1.0,3.0,1.4858664356858051,far,dense,0.0,0.0,117,2,3,1,0.01,3
18,48.0,-0.2989941233333333,-0.2457678133333333,-0.2472465,-162.33,-149.61666666666667,-4.630924672021966,0.244551047065021,-0.5,-12.666666666666666,-12.911217713731688,7.599999999999999,0.9,2.0,1.5,0.4000000000000001,5.7,1.0,1.0,3.0,1.2587838653787324,far,dense,0.0,0.0,117,2,3,1,0.01,3
18,54.0,-0.3609701866666666,-0.1460746133333333,-0.23709647,158.57000000000002,-169.73,7.138815387121948,1.3878408620314573,0.5,14.0,12.612159137968542,6.8,0.6999999999999998,3.0,0.0,0.0,6.8,0.0,0.0,6.0,3.801740579255629,near,non_dense,0.0,0.0,117,2,3,1,0.01,3
18,57.0,-0.4042248433333333,-0.14568311,-0.21637229,187.01,-180.67666666666665,7.02513924111559,-5.874187301453599,0.5,9.0,14.874187301453595,9.5,1.1,3.0,3.6,0.0,5.900000000000001,1.0,0.0,6.0,2.555340326528867,near,non_dense,0.0,0.0,117,2,3,1,0.01,3
18,59.0,-0.3889466333333333,-0.14920851,-0.2158322233333333,115.37666666666668,-167.54666666666665,7.184343815245771,3.156636096728992,0.5,12.333333333333334,9.176697236604342,9.3,0.8000000000000002,3.0,1.7,1.6000000000000003,6.0,1.0,1.0,6.0,2.5485343303068,near,non_dense,0.0,0.0,117,2,3,1,0.01,3
18,72.0,-0.2842682666666666,-0.2016454566666666,-0.2812193533333333,-318.54,-138.61,-13.1458099318508,15.00233653996237,-0.5,-10.333333333333334,-25.335669873295704,4.6,0.5,3.0,1.3999999999999997,0.0,3.2000000000000006,1.0,0.0,5.0,4.199697195919899,near,non_dense,0.0,0.0,117,2,3,1,0.01,3
